Line Rect: Rect(326.4700012207031, 239.65997314453125, 326.9499816894531, 240.13995361328125)
Line Rect: Rect(523.7999877929688, 239.65997314453125, 524.280029296875, 240.13995361328125)
Line Rect: Rect(71.42400360107422, 240.14599609375, 71.90400695800781, 319.72998046875)
Line Rect: Rect(138.25999450683594, 240.14599609375, 138.739990234375, 319.72998046875)
Line Rect: Rect(205.00999450683594, 240.14599609375, 205.49000549316406, 319.72998046875)
Line Rect: Rect(224.4499969482422, 240.14599609375, 224.9300079345703, 319.72998046875)
Line Rect: Rect(244.72999572753906, 240.14599609375, 245.2100067138672, 319.72998046875)
Line Rect: Rect(266.45001220703125, 240.14599609375, 266.9300231933594, 319.72998046875)
Line Rect: Rect(285.2900085449219, 240.14599609375, 285.77001953125, 319.72998046875)
Line Rect: Rect(306.30999755859375, 240.14599609375, 306.78997802734375, 319.72998046875)
Line Rect: Rect(326.4700012207031, 240.14599609375, 326.9499816894531, 319.72998046875)
Line Rect: Rect(523.7999877929688, 240.14599609375, 524.280029296875, 319.72998046875)
Line Rect: Rect(88.8239974975586, 729.8199462890625, 89.30400085449219, 730.2999877929688)
Line Rect: Rect(88.8239974975586, 729.8199462890625, 89.30400085449219, 730.2999877929688)
Line Rect: Rect(89.30400085449219, 729.8199462890625, 193.24400329589844, 730.2999877929688)
Line Rect: Rect(193.25, 729.8199462890625, 193.72999572753906, 730.2999877929688)
Line Rect: Rect(193.72999572753906, 729.8199462890625, 297.78997802734375, 730.2999877929688)
Line Rect: Rect(297.7900085449219, 729.8199462890625, 298.27001953125, 730.2999877929688)
Line Rect: Rect(298.2699890136719, 729.8199462890625, 402.42999267578125, 730.2999877929688)
Line Rect: Rect(402.42999267578125, 729.8199462890625, 402.9100036621094, 730.2999877929688)
Line Rect: Rect(402.9100036621094, 729.8199462890625, 506.9700012207031, 730.2999877929688)
Line Rect: Rect(506.9800109863281, 729.8199462890625, 507.4599914550781, 730.2999877929688)
Line Rect: Rect(506.9800109863281, 729.8199462890625, 507.4599914550781, 730.2999877929688)
Line Rect: Rect(88.8239974975586, 730.2959594726562, 89.30400085449219, 752.2799682617188)
Line Rect: Rect(193.25, 730.2959594726562, 193.72999572753906, 752.2799682617188)
Line Rect: Rect(297.7900085449219, 730.2959594726562, 298.27001953125, 752.2799682617188)
Line Rect: Rect(402.42999267578125, 730.2959594726562, 402.9100036621094, 752.2799682617188)
Line Rect: Rect(506.9800109863281, 730.2959594726562, 507.4599914550781, 752.2799682617188)
Line Rect: Rect(88.8239974975586, 752.280029296875, 89.30400085449219, 752.760009765625)
Line Rect: Rect(89.30400085449219, 752.280029296875, 193.24400329589844, 752.760009765625)
Line Rect: Rect(193.25, 752.280029296875, 193.72999572753906, 752.760009765625)
Line Rect: Rect(193.72999572753906, 752.280029296875, 297.78997802734375, 752.760009765625)
Line Rect: Rect(297.7900085449219, 752.280029296875, 298.27001953125, 752.760009765625)
Line Rect: Rect(298.2699890136719, 752.280029296875, 402.42999267578125, 752.760009765625)
Line Rect: Rect(402.42999267578125, 752.280029296875, 402.9100036621094, 752.760009765625)
Line Rect: Rect(402.9100036621094, 752.280029296875, 506.9700012207031, 752.760009765625)
